id,exp_id,sch_id_1,sch_id_2,alg,score,realConf,order,h_sch_1,h_sch_2,token_path,term_match,word_net
3,1,0,0,,,,0,,,0,0,0
4,1,3,15,exactMatch,1,1,1,ucla.Course,rit.Course,0.583333,1,1
5,1,4,17,exactMatch,1,1,2,ucla.Course.Title,rit.Course.Title,0.766667,1,1
6,1,8,22,exactMatch,1,1,3,ucla.Course.CourseInfo.Days,rit.Course.Section.Days,0.577381,1,1
7,1,9,23,exactMatch,0.511111,1,4,ucla.Course.CourseInfo.TimeBegin,rit.Course.Section.Time,0.601852,0.511111,0.533422
8,1,10,23,exactMatch,0.6,1,5,ucla.Course.CourseInfo.TimeEnd,rit.Course.Section.Time,0.558562,0.6,0.535429
9,1,11,24,exactMatch,0.99998,1,6,ucla.Course.CourseInfo.Bldg,rit.Course.Section.Building,0.462798,0.99998,1
10,1,12,25,exactMatch,1,1,7,ucla.Course.CourseInfo.Room,rit.Course.Section.Room,0.587798,1,1
11,1,2,14,exactMatch,0,0,8,ucla,rit,0,0,0
12,1,2,15,exactMatch,0.155556,0,9,ucla,rit.Course,0.111111,0.155556,0
13,1,2,16,exactMatch,0.0944444,0,10,ucla,rit.Course.CourseNo,0,0.0944444,0
14,1,2,17,exactMatch,0.176667,0,11,ucla,rit.Course.Title,0.141667,0.176667,0
15,1,2,18,exactMatch,0.15,0,12,ucla,rit.Course.Section,0.119048,0.15,0
16,1,2,19,exactMatch,0.1,0,13,ucla,rit.Course.Section.Link,0,0.1,0
17,1,2,20,exactMatch,0.15,0,14,ucla,rit.Course.Section.Credits,0,0.15,0
18,1,2,21,exactMatch,0.124444,0,15,ucla,rit.Course.Section.Instructor,0.141905,0.124444,0
19,1,2,22,exactMatch,0.1,0,16,ucla,rit.Course.Section.Days,0,0.1,0
20,1,2,23,exactMatch,0,0,17,ucla,rit.Course.Section.Time,0,0,0
21,1,2,24,exactMatch,0.166667,0,18,ucla,rit.Course.Section.Building,0.161905,0.166667,0
22,1,2,25,exactMatch,0,0,19,ucla,rit.Course.Section.Room,0,0,0
23,1,2,26,exactMatch,0.090873,0,20,ucla,rit.Course.Section.SectionNo,0,0.090873,0
24,1,3,14,exactMatch,0.0666667,0,21,ucla.Course,rit,0.111111,0.0666667,0.0613131
25,1,3,16,exactMatch,0.705556,0,22,ucla.Course,rit.Course.CourseNo,0.5,0.705556,1
26,1,3,17,exactMatch,0.157778,0,23,ucla.Course,rit.Course.Title,0.513333,0.157778,0.069262
27,1,3,18,exactMatch,0.268254,0,24,ucla.Course,rit.Course.Section,0.495238,0.268254,0.0769495
28,1,3,19,exactMatch,0,0,25,ucla.Course,rit.Course.Section.Link,0.412698,0,0.0621636
29,1,3,20,exactMatch,0.192857,0,26,ucla.Course,rit.Course.Section.Credits,0.436508,0.192857,0.0649628
30,1,3,21,exactMatch,0.137778,0,27,ucla.Course,rit.Course.Section.Instructor,0.451587,0.137778,0.0658878
31,1,3,22,exactMatch,0.161111,0,28,ucla.Course,rit.Course.Section.Days,0.440476,0.161111,0.0821923
32,1,3,23,exactMatch,0.161111,0,29,ucla.Course,rit.Course.Section.Time,0.440476,0.161111,0.106918
33,1,3,24,exactMatch,0.136111,0,30,ucla.Course,rit.Course.Section.Building,0.468254,0.136111,0.0776919
34,1,3,25,exactMatch,0.161111,0,31,ucla.Course,rit.Course.Section.Room,0.440476,0.161111,0.0752082
35,1,3,26,exactMatch,0.23254,0,32,ucla.Course,rit.Course.Section.SectionNo,0.440476,0.23254,0.0908964
36,1,4,14,exactMatch,0.397778,0,33,ucla.Course.Title,rit,0.241667,0.397778,0.0583303
37,1,4,15,exactMatch,0.157778,0,34,ucla.Course.Title,rit.Course,0.593333,0.157778,0.069262
38,1,4,16,exactMatch,0.0955556,0,35,ucla.Course.Title,rit.Course.CourseNo,0.522222,0.0955556,0.069262
39,1,4,18,exactMatch,0.270476,0,36,ucla.Course.Title,rit.Course.Section,0.518254,0.270476,0.161648
40,1,4,19,exactMatch,0.176667,0,37,ucla.Course.Title,rit.Course.Section.Link,0.472789,0.176667,0.0688056
41,1,4,20,exactMatch,0.270476,0,38,ucla.Course.Title,rit.Course.Section.Credits,0.464626,0.270476,0.08455
42,1,4,21,exactMatch,0.113333,0,39,ucla.Course.Title,rit.Course.Section.Instructor,0.477551,0.113333,0.0617441
43,1,4,22,exactMatch,0,0,40,ucla.Course.Title,rit.Course.Section.Days,0.468027,0,0.0758428
44,1,4,23,exactMatch,0.425333,0,41,ucla.Course.Title,rit.Course.Section.Time,0.558503,0.425333,0.0750697
45,1,4,24,exactMatch,0.16,0,42,ucla.Course.Title,rit.Course.Section.Building,0.491837,0.16,0.0719947
46,1,4,25,exactMatch,0,0,43,ucla.Course.Title,rit.Course.Section.Room,0.468027,0,0.0698568
47,1,4,26,exactMatch,0.178095,0,44,ucla.Course.Title,rit.Course.Section.SectionNo,0.468027,0.178095,0.161648
48,1,5,14,exactMatch,0.145556,0,45,ucla.Course.CourseInfo,rit,0,0.145556,0.0649673
49,1,5,15,exactMatch,0.64,0,46,ucla.Course.CourseInfo,rit.Course,0.466667,0.64,0.5428
50,1,5,16,exactMatch,0.638333,0,47,ucla.Course.CourseInfo,rit.Course.CourseNo,0.555556,0.638333,0.5428
51,1,5,17,exactMatch,0.136667,0,48,ucla.Course.CourseInfo,rit.Course.Title,0.461111,0.136667,0.0962363
52,1,5,18,exactMatch,0.212857,0,49,ucla.Course.CourseInfo,rit.Course.Section,0.436508,0.212857,0.113395
53,1,5,19,exactMatch,0.253333,0,50,ucla.Course.CourseInfo,rit.Course.Section.Link,0.42517,0.253333,0.0659261
54,1,5,20,exactMatch,0.175714,0,51,ucla.Course.CourseInfo,rit.Course.Section.Credits,0.394558,0.175714,0.102521
55,1,5,21,exactMatch,0.250667,0,52,ucla.Course.CourseInfo,rit.Course.Section.Instructor,0.444218,0.250667,0.0701455
56,1,5,22,exactMatch,0.134444,0,53,ucla.Course.CourseInfo,rit.Course.Section.Days,0.397959,0.134444,0.0890369
57,1,5,23,exactMatch,0.14,0,54,ucla.Course.CourseInfo,rit.Course.Section.Time,0.397959,0.14,0.100784
58,1,5,24,exactMatch,0.211667,0,55,ucla.Course.CourseInfo,rit.Course.Section.Building,0.421769,0.211667,0.0837523
59,1,5,25,exactMatch,0.14,0,56,ucla.Course.CourseInfo,rit.Course.Section.Room,0.397959,0.14,0.080859
60,1,5,26,exactMatch,0.224762,0,57,ucla.Course.CourseInfo,rit.Course.Section.SectionNo,0.496599,0.224762,0.120368
61,1,6,14,exactMatch,0.1,0,58,ucla.Course.CourseInfo.Type,rit,0.106061,0.1,0.0640345
62,1,6,15,exactMatch,0.161111,0,59,ucla.Course.CourseInfo.Type,rit.Course,0.421717,0.161111,0.0932366
63,1,6,16,exactMatch,0.0972222,0,60,ucla.Course.CourseInfo.Type,rit.Course.CourseNo,0.504329,0.0972222,0.0932366
64,1,6,17,exactMatch,0.214,0,61,ucla.Course.CourseInfo.Type,rit.Course.Title,0.483117,0.214,0.0727549
65,1,6,18,exactMatch,0.15,0,62,ucla.Course.CourseInfo.Type,rit.Course.Section,0.402288,0.15,0.081285
66,1,6,19,exactMatch,0,0,63,ucla.Course.CourseInfo.Type,rit.Course.Section.Link,0.396645,0,0.0649628
67,1,6,20,exactMatch,0.15,0,64,ucla.Course.CourseInfo.Type,rit.Course.Section.Credits,0.369859,0.15,0.0680259
68,1,6,21,exactMatch,0.13,0,65,ucla.Course.CourseInfo.Type,rit.Course.Section.Instructor,0.413312,0.13,0.0690409
69,1,6,22,exactMatch,0.2,0,66,ucla.Course.CourseInfo.Type,rit.Course.Section.Days,0.372836,0.2,0.0871578
70,1,6,23,exactMatch,0.99998,0,67,ucla.Course.CourseInfo.Type,rit.Course.Section.Time,0.454275,0.99998,0.104075
71,1,6,24,exactMatch,0,0,68,ucla.Course.CourseInfo.Type,rit.Course.Section.Building,0.393669,0,0.0821139
72,1,6,25,exactMatch,0,0,69,ucla.Course.CourseInfo.Type,rit.Course.Section.Room,0.372836,0,0.0793444
73,1,6,26,exactMatch,0.090873,0,70,ucla.Course.CourseInfo.Type,rit.Course.Section.SectionNo,0.459145,0.090873,0.0836292
74,1,7,14,exactMatch,0.155556,0,71,ucla.Course.CourseInfo.Section,rit,0,0.155556,0.0629489
75,1,7,15,exactMatch,0.268254,0,72,ucla.Course.CourseInfo.Section,rit.Course,0.412698,0.268254,0.0769495
76,1,7,16,exactMatch,0.193651,0,73,ucla.Course.CourseInfo.Section,rit.Course.CourseNo,0.5,0.193651,0.0769495
77,1,7,17,exactMatch,0.270476,0,74,ucla.Course.CourseInfo.Section,rit.Course.Title,0.415646,0.270476,0.161648
78,1,7,18,exactMatch,1,0,75,ucla.Course.CourseInfo.Section,rit.Course.Section,0.639456,1,1
79,1,7,19,exactMatch,0.0571429,0,76,ucla.Course.CourseInfo.Section,rit.Course.Section.Link,0.604167,0.0571429,0.0638457
80,1,7,20,exactMatch,0.166667,0,77,ucla.Course.CourseInfo.Section,rit.Course.Section.Credits,0.577381,0.166667,0.0962933
81,1,7,21,exactMatch,0.25873,0,78,ucla.Course.CourseInfo.Section,rit.Course.Section.Instructor,0.620833,0.25873,0.0677805
82,1,7,22,exactMatch,0.0571429,0,79,ucla.Course.CourseInfo.Section,rit.Course.Section.Days,0.580357,0.0571429,0.0851587
83,1,7,23,exactMatch,0.27381,0,80,ucla.Course.CourseInfo.Section,rit.Course.Section.Time,0.595238,0.27381,0.0841852
84,1,7,24,exactMatch,0.152381,0,81,ucla.Course.CourseInfo.Section,rit.Course.Section.Building,0.60119,0.152381,0.0803372
85,1,7,25,exactMatch,0.0571429,0,82,ucla.Course.CourseInfo.Section,rit.Course.Section.Room,0.580357,0.0571429,0.0776843
86,1,7,26,exactMatch,0.677778,0,83,ucla.Course.CourseInfo.Section,rit.Course.Section.SectionNo,0.666667,0.677778,1
87,1,8,14,exactMatch,0,0,84,ucla.Course.CourseInfo.Days,rit,0,0,0.0664145
88,1,8,15,exactMatch,0.161111,0,85,ucla.Course.CourseInfo.Days,rit.Course,0.416667,0.161111,0.0821923
89,1,8,16,exactMatch,0.0972222,0,86,ucla.Course.CourseInfo.Days,rit.Course.CourseNo,0.5,0.0972222,0.0821923
90,1,8,17,exactMatch,0,0,87,ucla.Course.CourseInfo.Days,rit.Course.Title,0.419048,0,0.0758428
91,1,8,18,exactMatch,0.0571429,0,88,ucla.Course.CourseInfo.Days,rit.Course.Section,0.397959,0.0571429,0.0851587
92,1,8,19,exactMatch,0,0,89,ucla.Course.CourseInfo.Days,rit.Course.Section.Link,0.392857,0,0.0674135
93,1,8,20,exactMatch,0.0571429,0,90,ucla.Course.CourseInfo.Days,rit.Course.Section.Credits,0.39881,0.0571429,0.070718
94,1,8,21,exactMatch,0.13,0,91,ucla.Course.CourseInfo.Days,rit.Course.Section.Instructor,0.409524,0.13,0.0718156
95,1,8,23,exactMatch,0,0,92,ucla.Course.CourseInfo.Days,rit.Course.Section.Time,0.369048,0,0.0905008
96,1,8,24,exactMatch,0.05,0,93,ucla.Course.CourseInfo.Days,rit.Course.Section.Building,0.389881,0.05,0.086069
97,1,8,25,exactMatch,0,0,94,ucla.Course.CourseInfo.Days,rit.Course.Section.Room,0.369048,0,0.0830312
98,1,8,26,exactMatch,0.0444444,0,95,ucla.Course.CourseInfo.Days,rit.Course.Section.SectionNo,0.455357,0.0444444,0.0851587
99,1,9,14,exactMatch,0.15,0,96,ucla.Course.CourseInfo.TimeBegin,rit,0.144444,0.15,0.0689816
100,1,9,15,exactMatch,0.138889,0,97,ucla.Course.CourseInfo.TimeBegin,rit.Course,0.409524,0.138889,0.053459
101,1,9,16,exactMatch,0.136111,0,98,ucla.Course.CourseInfo.TimeBegin,rit.Course.CourseNo,0.483333,0.136111,0.053459
102,1,9,17,exactMatch,0.298667,0,99,ucla.Course.CourseInfo.TimeBegin,rit.Course.Title,0.50625,0.298667,0.074631
103,1,9,18,exactMatch,0.268571,0,100,ucla.Course.CourseInfo.TimeBegin,rit.Course.Section,0.462798,0.268571,0.0420926
104,1,9,19,exactMatch,0.233333,0,101,ucla.Course.CourseInfo.TimeBegin,rit.Course.Section.Link,0.451058,0.233333,0.0778398
105,1,9,20,exactMatch,0.156825,0,102,ucla.Course.CourseInfo.TimeBegin,rit.Course.Section.Credits,0.443122,0.156825,0.0679537
106,1,9,21,exactMatch,0.231111,0,103,ucla.Course.CourseInfo.TimeBegin,rit.Course.Section.Instructor,0.465873,0.231111,0.035561
107,1,9,22,exactMatch,0,0,104,ucla.Course.CourseInfo.TimeBegin,rit.Course.Section.Days,0.429894,0,0.0452504
108,1,9,24,exactMatch,0.271833,0,105,ucla.Course.CourseInfo.TimeBegin,rit.Course.Section.Building,0.462302,0.271833,0.0425373
109,1,9,25,exactMatch,0.144444,0,106,ucla.Course.CourseInfo.TimeBegin,rit.Course.Section.Room,0.429894,0.144444,0.0733714
110,1,9,26,exactMatch,0.200952,0,107,ucla.Course.CourseInfo.TimeBegin,rit.Course.Section.SectionNo,0.506614,0.200952,0.0472362
111,1,10,14,exactMatch,0.162698,0,108,ucla.Course.CourseInfo.TimeEnd,rit,0.111111,0.162698,0.0655429
112,1,10,15,exactMatch,0.151587,0,109,ucla.Course.CourseInfo.TimeEnd,rit.Course,0.40293,0.151587,0.08629
113,1,10,16,exactMatch,0.197222,0,110,ucla.Course.CourseInfo.TimeEnd,rit.Course.CourseNo,0.5,0.197222,0.08629
114,1,10,17,exactMatch,0.336762,0,111,ucla.Course.CourseInfo.TimeEnd,rit.Course.Title,0.502083,0.336762,0.0710039
115,1,10,18,exactMatch,0.269841,0,112,ucla.Course.CourseInfo.TimeEnd,rit.Course.Section,0.4106,0.269841,0.0758634
116,1,10,19,exactMatch,0.162698,0,113,ucla.Course.CourseInfo.TimeEnd,rit.Course.Section.Link,0.415344,0.162698,0.0727337
117,1,10,20,exactMatch,0.187302,0,114,ucla.Course.CourseInfo.TimeEnd,rit.Course.Section.Credits,0.380851,0.187302,0.0650637
118,1,10,21,exactMatch,0.135556,0,115,ucla.Course.CourseInfo.TimeEnd,rit.Course.Section.Instructor,0.419475,0.135556,0.0737574
119,1,10,22,exactMatch,0.0571429,0,116,ucla.Course.CourseInfo.TimeEnd,rit.Course.Section.Days,0.388288,0.0571429,0.0810241
120,1,10,24,exactMatch,0.147222,0,117,ucla.Course.CourseInfo.TimeEnd,rit.Course.Section.Building,0.402015,0.147222,0.0889012
121,1,10,25,exactMatch,0.157143,0,118,ucla.Course.CourseInfo.TimeEnd,rit.Course.Section.Room,0.383496,0.157143,0.0856583
122,1,10,26,exactMatch,0.18254,0,119,ucla.Course.CourseInfo.TimeEnd,rit.Course.Section.SectionNo,0.480159,0.18254,0.081007
123,1,11,14,exactMatch,0,0,120,ucla.Course.CourseInfo.Bldg,rit,0,0,0.0590355
124,1,11,15,exactMatch,0,0,121,ucla.Course.CourseInfo.Bldg,rit.Course,0.388889,0,0.0776919
125,1,11,16,exactMatch,0,0,122,ucla.Course.CourseInfo.Bldg,rit.Course.CourseNo,0.476191,0,0.0776919
126,1,11,17,exactMatch,0.08,0,123,ucla.Course.CourseInfo.Bldg,rit.Course.Title,0.395238,0.08,0.0719947
127,1,11,18,exactMatch,0,0,124,ucla.Course.CourseInfo.Bldg,rit.Course.Section,0.37415,0,0.0803372
128,1,11,19,exactMatch,0.2,0,125,ucla.Course.CourseInfo.Bldg,rit.Course.Section.Link,0.372024,0.2,0.0697891
129,1,11,20,exactMatch,0.15,0,126,ucla.Course.CourseInfo.Bldg,rit.Course.Section.Credits,0.363095,0.15,0.0673608
130,1,11,21,exactMatch,0,0,127,ucla.Course.CourseInfo.Bldg,rit.Course.Section.Instructor,0.38869,0,0.0967933
131,1,11,22,exactMatch,0.1,0,128,ucla.Course.CourseInfo.Bldg,rit.Course.Section.Days,0.348214,0.1,0.086069
132,1,11,23,exactMatch,0,0,129,ucla.Course.CourseInfo.Bldg,rit.Course.Section.Time,0.348214,0,0.0850746
133,1,11,25,exactMatch,0,0,130,ucla.Course.CourseInfo.Bldg,rit.Course.Section.Room,0.348214,0,0.302612
134,1,11,26,exactMatch,0,0,131,ucla.Course.CourseInfo.Bldg,rit.Course.Section.SectionNo,0.434524,0,0.0803372
135,1,12,14,exactMatch,0.99998,0,132,ucla.Course.CourseInfo.Room,rit,0.133333,0.99998,0.0617787
136,1,12,15,exactMatch,0.161111,0,133,ucla.Course.CourseInfo.Room,rit.Course,0.444444,0.161111,0.0752082
137,1,12,16,exactMatch,0.155556,0,134,ucla.Course.CourseInfo.Room,rit.Course.CourseNo,0.52381,0.155556,0.0752082
138,1,12,17,exactMatch,0,0,135,ucla.Course.CourseInfo.Room,rit.Course.Title,0.442857,0,0.0698568
139,1,12,18,exactMatch,0.0571429,0,136,ucla.Course.CourseInfo.Room,rit.Course.Section,0.421769,0.0571429,0.0776843
140,1,12,19,exactMatch,0,0,137,ucla.Course.CourseInfo.Room,rit.Course.Section.Link,0.41369,0,0.0626423
141,1,12,20,exactMatch,0.15,0,138,ucla.Course.CourseInfo.Room,rit.Course.Section.Credits,0.386905,0.15,0.0654857
142,1,12,21,exactMatch,0.13,0,139,ucla.Course.CourseInfo.Room,rit.Course.Section.Instructor,0.430357,0.13,0.0929681
143,1,12,22,exactMatch,0,0,140,ucla.Course.CourseInfo.Room,rit.Course.Section.Days,0.389881,0,0.0830312
144,1,12,23,exactMatch,0.2,0,141,ucla.Course.CourseInfo.Room,rit.Course.Section.Time,0.389881,0.2,0.0821054
145,1,12,24,exactMatch,0,0,142,ucla.Course.CourseInfo.Room,rit.Course.Section.Building,0.410714,0,0.302612
146,1,12,26,exactMatch,0.102778,0,143,ucla.Course.CourseInfo.Room,rit.Course.Section.SectionNo,0.47619,0.102778,0.0776843
147,1,13,14,exactMatch,0.05,0,144,ucla.Course.CourseInfo.CourseID,rit,0.166667,0.05,0.0306566
148,1,13,15,exactMatch,0.75,0,145,ucla.Course.CourseInfo.CourseID,rit.Course,0.472222,0.75,0.5
149,1,13,16,exactMatch,0.755556,0,146,ucla.Course.CourseInfo.CourseID,rit.Course.CourseNo,0.547619,0.755556,0.5
150,1,13,17,exactMatch,0.163333,0,147,ucla.Course.CourseInfo.CourseID,rit.Course.Title,0.466667,0.163333,0.034631
151,1,13,18,exactMatch,0.237302,0,148,ucla.Course.CourseInfo.CourseID,rit.Course.Section,0.445578,0.237302,0.0384747
152,1,13,19,exactMatch,0.166667,0,149,ucla.Course.CourseInfo.CourseID,rit.Course.Section.Link,0.434524,0.166667,0.0310818
153,1,13,20,exactMatch,0.185714,0,150,ucla.Course.CourseInfo.CourseID,rit.Course.Section.Credits,0.407738,0.185714,0.0324814
154,1,13,21,exactMatch,0.156,0,151,ucla.Course.CourseInfo.CourseID,rit.Course.Section.Instructor,0.45119,0.156,0.0329439
155,1,13,22,exactMatch,0.166667,0,152,ucla.Course.CourseInfo.CourseID,rit.Course.Section.Days,0.417659,0.166667,0.0410961
156,1,13,23,exactMatch,0.166667,0,153,ucla.Course.CourseInfo.CourseID,rit.Course.Section.Time,0.421131,0.166667,0.053459
157,1,13,24,exactMatch,0.2,0,154,ucla.Course.CourseInfo.CourseID,rit.Course.Section.Building,0.431548,0.2,0.038846
158,1,13,25,exactMatch,0.144444,0,155,ucla.Course.CourseInfo.CourseID,rit.Course.Section.Room,0.410714,0.144444,0.0376041
159,1,13,26,exactMatch,0.23254,0,156,ucla.Course.CourseInfo.CourseID,rit.Course.Section.SectionNo,0.497024,0.23254,0.0454482
195,14,0,0,,,,0,,,0,0,0
196,14,134,180,exactMatch,0.619156,0,1,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactName,0.484821,0.619156,1
197,14,134,182,exactMatch,0.578095,0,2,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactEmail,0.454945,0.578095,1
198,14,153,183,exactMatch,0.397624,1,3,PurchaseOrder.InvoiceTo.Contact.telephone,PO.Contact.contactPhone,0.552425,0.397624,1
199,14,149,180,exactMatch,0.619156,0,4,PurchaseOrder.InvoiceTo.Contact,PO.Contact.contactName,0.502679,0.619156,1
200,14,163,176,exactMatch,0.65,1,5,PurchaseOrder.Header,PO.POHeader,0.570769,0.65,1
201,14,160,193,exactMatch,1,0,6,PurchaseOrder.InvoiceTo.Address.postalCode,PO.POShipTo.postalCode,0.657341,1,1
202,14,138,183,exactMatch,0.397624,1,7,PurchaseOrder.DeliverTo.Contact.telephone,PO.Contact.contactPhone,0.536552,0.397624,1
203,14,121,175,exactMatch,0.148269,1,8,PurchaseOrder,PO,0.184615,0.148269,0
204,14,145,204,exactMatch,1,0,9,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.postalCode,0.645436,1,1
205,14,172,183,exactMatch,0.397624,1,10,PurchaseOrder.Header.Contact.telephone,PO.Contact.contactPhone,0.509375,0.397624,1
206,14,144,199,exactMatch,1,0,11,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.stateProvince,0.614881,1,1
207,14,166,181,exactMatch,0.427287,0,12,PurchaseOrder.Header.ourAccountCode,PO.Contact.contactFunctionCode,0.430476,0.427287,1
208,14,169,179,exactMatch,0.672727,0,13,PurchaseOrder.Header.Contact.contactName,PO.Contact,0.405652,0.672727,0.536469
209,14,165,177,exactMatch,0.512222,1,14,PurchaseOrder.Header.orderDate,PO.POHeader.poDate,0.707143,0.512222,0.533026
210,14,166,204,exactMatch,0.387363,0,15,PurchaseOrder.Header.ourAccountCode,PO.POBillTo.postalCode,0.388095,0.387363,1
211,14,130,213,exactMatch,0.56,1,16,PurchaseOrder.Items.Item.partNumber,PO.POLines.Item.partNo,0.571074,0.56,0.556473
212,14,122,209,exactMatch,0.99998,0,17,PurchaseOrder.Items,PO.POLines.Item,0.425641,0.99998,1
213,14,150,179,exactMatch,0.672727,0,18,PurchaseOrder.InvoiceTo.Contact.contactName,PO.Contact,0.472802,0.672727,0.536469
214,14,128,179,exactMatch,0.04,0,19,PurchaseOrder.Items.Item.salesValue,PO.Contact,0.122802,0.04,0.0838389
215,14,171,182,exactMatch,0.5,1,20,PurchaseOrder.Header.Contact.e-mail,PO.Contact.contactEmail,0.507835,0.5,0
216,14,136,180,exactMatch,0.496797,0,21,PurchaseOrder.DeliverTo.Contact.companyName,PO.Contact.contactName,0.602143,0.496797,0.540398
217,14,129,212,exactMatch,0.292143,1,22,PurchaseOrder.Items.Item.quantity,PO.POLines.Item.qty,0.505983,0.292143,0
218,14,133,184,exactMatch,0.103571,1,23,PurchaseOrder.DeliverTo,PO.POShipTo,0.448509,0.103571,0.0614693
219,14,123,209,exactMatch,0.511111,0,24,PurchaseOrder.Items.itemCount,PO.POLines.Item,0.494231,0.511111,0.529748
220,14,123,208,exactMatch,0.6,1,25,PurchaseOrder.Items.itemCount,PO.POLines.count,0.469231,0.6,0.529748
221,14,164,178,exactMatch,0.493333,1,26,PurchaseOrder.Header.orderNum,PO.POHeader.poNumber,0.550549,0.493333,0.536885
222,14,154,212,exactMatch,0,0,27,PurchaseOrder.InvoiceTo.Address,PO.POLines.Item.qty,0.294607,0,0.113996
223,14,152,182,exactMatch,0.5,1,28,PurchaseOrder.InvoiceTo.Contact.e-mail,PO.Contact.contactEmail,0.53467,0.5,0
224,14,122,206,exactMatch,0.130476,1,29,PurchaseOrder.Items,PO.POLines,0.270769,0.130476,0.072077
225,14,127,210,exactMatch,0.49998,1,30,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.Item.uom,0.4497,0.49998,0
227,15,0,0,,,,0,,,0,0,0
228,15,228,274,exactMatch,0.619156,0,1,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactName,0.484821,0.619156,1
229,15,228,276,exactMatch,0.578095,0,2,PurchaseOrder.DeliverTo.Contact,PO.Contact.contactEmail,0.454945,0.578095,1
230,15,247,277,exactMatch,0.397624,1,3,PurchaseOrder.InvoiceTo.Contact.telephone,PO.Contact.contactPhone,0.552425,0.397624,1
231,15,243,274,exactMatch,0.619156,0,4,PurchaseOrder.InvoiceTo.Contact,PO.Contact.contactName,0.502679,0.619156,1
232,15,257,270,exactMatch,0.65,1,5,PurchaseOrder.Header,PO.POHeader,0.570769,0.65,1
233,15,254,287,exactMatch,1,0,6,PurchaseOrder.InvoiceTo.Address.postalCode,PO.POShipTo.postalCode,0.657341,1,1
234,15,232,277,exactMatch,0.397624,1,7,PurchaseOrder.DeliverTo.Contact.telephone,PO.Contact.contactPhone,0.536552,0.397624,1
235,15,215,269,exactMatch,0.148269,1,8,PurchaseOrder,PO,0.184615,0.148269,0
236,15,239,298,exactMatch,1,0,9,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.postalCode,0.645436,1,1
237,15,266,277,exactMatch,0.397624,1,10,PurchaseOrder.Header.Contact.telephone,PO.Contact.contactPhone,0.509375,0.397624,1
238,15,238,293,exactMatch,1,0,11,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.stateProvince,0.614881,1,1
239,15,260,275,exactMatch,0.427287,0,12,PurchaseOrder.Header.ourAccountCode,PO.Contact.contactFunctionCode,0.430476,0.427287,1
240,15,263,273,exactMatch,0.672727,0,13,PurchaseOrder.Header.Contact.contactName,PO.Contact,0.405652,0.672727,0.536469
241,15,259,271,exactMatch,0.512222,1,14,PurchaseOrder.Header.orderDate,PO.POHeader.poDate,0.707143,0.512222,0.533026
242,15,260,298,exactMatch,0.387363,0,15,PurchaseOrder.Header.ourAccountCode,PO.POBillTo.postalCode,0.388095,0.387363,1
243,15,224,307,exactMatch,0.56,1,16,PurchaseOrder.Items.Item.partNumber,PO.POLines.Item.partNo,0.571074,0.56,0.556473
244,15,216,303,exactMatch,0.99998,0,17,PurchaseOrder.Items,PO.POLines.Item,0.425641,0.99998,1
245,15,244,273,exactMatch,0.672727,0,18,PurchaseOrder.InvoiceTo.Contact.contactName,PO.Contact,0.472802,0.672727,0.536469
246,15,222,273,exactMatch,0.04,0,19,PurchaseOrder.Items.Item.salesValue,PO.Contact,0.122802,0.04,0.0838389
247,15,265,276,exactMatch,0.5,1,20,PurchaseOrder.Header.Contact.e-mail,PO.Contact.contactEmail,0.507835,0.5,0
248,15,230,274,exactMatch,0.496797,0,21,PurchaseOrder.DeliverTo.Contact.companyName,PO.Contact.contactName,0.602143,0.496797,0.540398
249,15,223,306,exactMatch,0.292143,1,22,PurchaseOrder.Items.Item.quantity,PO.POLines.Item.qty,0.505983,0.292143,0
250,15,227,278,exactMatch,0.103571,1,23,PurchaseOrder.DeliverTo,PO.POShipTo,0.448509,0.103571,0.0614693
251,15,217,303,exactMatch,0.511111,0,24,PurchaseOrder.Items.itemCount,PO.POLines.Item,0.494231,0.511111,0.529748
252,15,217,302,exactMatch,0.6,1,25,PurchaseOrder.Items.itemCount,PO.POLines.count,0.469231,0.6,0.529748
253,15,258,272,exactMatch,0.493333,1,26,PurchaseOrder.Header.orderNum,PO.POHeader.poNumber,0.550549,0.493333,0.536885
254,15,248,306,exactMatch,0,0,27,PurchaseOrder.InvoiceTo.Address,PO.POLines.Item.qty,0.294607,0,0.113996
255,15,246,276,exactMatch,0.5,1,28,PurchaseOrder.InvoiceTo.Contact.e-mail,PO.Contact.contactEmail,0.53467,0.5,0
256,15,216,300,exactMatch,0.130476,1,29,PurchaseOrder.Items,PO.POLines,0.270769,0.130476,0.072077
257,15,221,304,exactMatch,0.49998,1,30,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.Item.uom,0.4497,0.49998,0
258,15,229,274,exactMatch,1,1,31,PurchaseOrder.DeliverTo.Contact.contactName,PO.Contact.contactName,0.621429,1,1
